Operacia;PocetPrvkov;TrvanieOperacie
DajData/NastavData;135;13300
DajIndex;135;1570300
DajData/NastavData;135;13300
Vloz;136;9400
Vloz;137;44900
Vloz;138;44500
DajData/NastavData;138;13300
DajData/NastavData;138;13000
DajData/NastavData;138;13000
Vloz;139;9400
Vymaz;138;44100
DajData/NastavData;138;13200
DajIndex;138;1610000
DajData/NastavData;138;14900
Vloz;139;45000
DajIndex;139;1625900
DajData/NastavData;139;13200
Vymaz;138;13400
Vloz;139;44900
DajData/NastavData;139;13100
DajData/NastavData;139;13200
DajData/NastavData;139;14700
Vymaz;138;75300
DajData/NastavData;138;21500
Vloz;139;57400
DajData/NastavData;139;34900
DajData/NastavData;139;32500
DajData/NastavData;139;15700
DajData/NastavData;139;13200
Vloz;140;44500
DajData/NastavData;140;13100
DajData/NastavData;140;13000
Vymaz;139;44200
Vloz;140;44700
Vloz;141;43800
DajIndex;141;1675200
Vloz;142;45100
Vloz;143;44500
Vloz;144;44400
Vymaz;143;13400
DajData/NastavData;143;13100
Vymaz;142;46500
DajIndex;142;1646000
DajData/NastavData;142;13500
DajData/NastavData;142;17200
Vloz;143;44100
Vloz;144;9600
DajData/NastavData;144;13200
Vloz;145;46700
DajData/NastavData;145;12900
DajData/NastavData;145;12800
DajData/NastavData;145;13000
DajData/NastavData;145;13100
Vymaz;144;44400
DajData/NastavData;144;13200
Vloz;145;44600
DajIndex;145;1922200
Vymaz;144;15000
DajData/NastavData;144;13300
DajData/NastavData;144;13200
DajData/NastavData;144;13100
Vymaz;143;45100
Vloz;144;44600
DajData/NastavData;144;13500
Vloz;145;45300
DajData/NastavData;145;13200
Vymaz;144;13600
Vymaz;143;44400
Vloz;144;9600
DajData/NastavData;144;13000
DajIndex;144;1672400
DajData/NastavData;144;13300
DajData/NastavData;144;13200
DajData/NastavData;144;13200
DajData/NastavData;144;13100
DajIndex;144;1851700
Vloz;145;45100
Vymaz;144;44600
DajData/NastavData;144;13300
Vloz;145;44500
Vymaz;144;46700
Vloz;145;10000
Vymaz;144;44000
DajData/NastavData;144;13300
DajData/NastavData;144;13200
DajData/NastavData;144;13100
DajData/NastavData;144;13100
DajData/NastavData;144;13000
Vloz;145;44400
DajData/NastavData;145;13100
DajData/NastavData;145;13100
DajData/NastavData;145;13000
DajData/NastavData;145;13200
DajData/NastavData;145;13100
DajIndex;145;1695900
DajData/NastavData;145;13100
Vloz;146;9900
DajData/NastavData;146;13300
DajData/NastavData;146;13200
DajData/NastavData;146;13300
DajData/NastavData;146;13200
DajData/NastavData;146;13100
DajData/NastavData;146;13000
DajData/NastavData;146;13000
DajData/NastavData;146;13200
DajData/NastavData;146;13100
Vloz;147;9700
DajData/NastavData;147;13300
DajData/NastavData;147;13100
Vymaz;146;13600
DajData/NastavData;146;13100
DajData/NastavData;146;13100
Vloz;147;9600
Vymaz;146;44600
Vymaz;145;44000
Vymaz;144;44100
Vymaz;143;44400
DajData/NastavData;143;13300
Vymaz;142;13500
DajIndex;142;1714100
DajData/NastavData;142;13400
Vymaz;141;44700
Vymaz;140;44200
Vloz;141;44700
DajData/NastavData;141;13200
DajIndex;141;1640000
Vloz;142;9800
Vymaz;141;13400
DajData/NastavData;141;13200
DajData/NastavData;141;13100
DajData/NastavData;141;17300
DajData/NastavData;141;13200
DajData/NastavData;141;13100
DajData/NastavData;141;13200
Vymaz;140;44700
Vloz;141;45000
Vloz;142;9700
DajData/NastavData;142;13200
DajData/NastavData;142;13200
DajData/NastavData;142;13100
DajData/NastavData;142;13000
DajData/NastavData;142;13100
DajIndex;142;1655300
DajData/NastavData;142;13300
Vloz;143;44500
Vymaz;142;13400
Vymaz;141;13300
Vloz;142;9600
DajData/NastavData;142;13100
DajIndex;142;1949600
Vloz;143;46600
Vloz;144;44700
DajData/NastavData;144;13800
Vloz;145;45500
DajIndex;145;1725100
Vloz;146;45000
DajData/NastavData;146;13100
DajData/NastavData;146;13400
DajData/NastavData;146;20000
DajData/NastavData;146;13100
DajData/NastavData;146;13000
Vloz;147;9700
DajData/NastavData;147;13500
Vymaz;146;44900
DajData/NastavData;146;13400
Vymaz;145;44200
Vymaz;144;44100
DajData/NastavData;144;13500
Vymaz;143;44400
DajData/NastavData;143;13100
DajIndex;143;1814600
DajData/NastavData;143;13400
DajData/NastavData;143;13300
DajData/NastavData;143;13100
DajIndex;143;1667700
DajData/NastavData;143;13100
Vloz;144;45400
Vloz;145;9600
DajData/NastavData;145;13200
DajData/NastavData;145;13000
Vymaz;144;13400
DajIndex;144;1813100
Vloz;145;47300
DajIndex;145;1698200
Vloz;146;44400
DajData/NastavData;146;13200
DajData/NastavData;146;13200
Vymaz;145;44400
DajIndex;145;1700800
DajData/NastavData;145;13400
Vymaz;144;44500
DajData/NastavData;144;13300
Vloz;145;44500
DajData/NastavData;145;13500
DajData/NastavData;145;13000
DajData/NastavData;145;12900
Vymaz;144;44500
DajData/NastavData;144;13100
Vloz;145;9700
Vymaz;144;44200
DajData/NastavData;144;13200
DajData/NastavData;144;13200
DajData/NastavData;144;13300
DajData/NastavData;144;12900
Vloz;145;45000
Vloz;146;9500
Vymaz;145;50100
DajData/NastavData;145;13200
DajData/NastavData;145;13000
Vymaz;144;13500
DajData/NastavData;144;13300
DajIndex;144;1687500
DajData/NastavData;144;13200
DajData/NastavData;144;13400
Vloz;145;9800
DajData/NastavData;145;13200
DajData/NastavData;145;13100
DajData/NastavData;145;13200
DajIndex;145;1792200
Vloz;146;10100
DajData/NastavData;146;13100
Vymaz;145;44600
Vymaz;144;13400
DajData/NastavData;144;13100
Vymaz;143;13200
Vloz;144;45300
DajData/NastavData;144;13100
DajIndex;144;1774400
DajData/NastavData;144;19500
DajData/NastavData;144;16200
DajData/NastavData;144;13300
Vloz;145;11300
Vloz;146;44800
DajData/NastavData;146;13300
Vymaz;145;44200
Vymaz;144;13500
Vymaz;143;44300
DajData/NastavData;143;13000
DajData/NastavData;143;13600
DajData/NastavData;143;13000
Vymaz;142;44000
DajData/NastavData;142;13100
Vymaz;141;43900
DajData/NastavData;141;13600
DajData/NastavData;141;13200
Vymaz;140;44200
DajIndex;140;1631900
Vloz;141;9800
Vloz;142;44500
Vymaz;141;44200
DajData/NastavData;141;13500
DajData/NastavData;141;13200
DajIndex;141;1646200
Vymaz;140;44000
DajData/NastavData;140;13200
Vymaz;139;44100
DajIndex;139;1648000
Vymaz;138;13500
DajIndex;138;1608400
Vloz;139;44600
Vloz;140;44400
DajIndex;140;1642000
DajIndex;140;1620300
Vloz;141;44700
DajData/NastavData;141;13400
DajData/NastavData;141;13100
Vymaz;140;13700
Vloz;141;49000
DajData/NastavData;141;13300
DajData/NastavData;141;13000
DajData/NastavData;141;12900
DajData/NastavData;141;13100
DajData/NastavData;141;13000
Vymaz;140;13600
Vymaz;139;44300
DajData/NastavData;139;13300
Vymaz;138;44500
DajIndex;138;1632100
Vloz;139;44700
DajData/NastavData;139;13300
DajData/NastavData;139;13200
Vymaz;138;13700
DajData/NastavData;138;13300
DajData/NastavData;138;13400
Vymaz;137;45100
DajData/NastavData;137;13300
Vloz;138;9600
DajData/NastavData;138;13200
DajData/NastavData;138;13100
DajData/NastavData;138;13000
DajData/NastavData;138;13000
Vymaz;137;44400
Vloz;138;9600
DajData/NastavData;138;13000
DajData/NastavData;138;13200
DajData/NastavData;138;13100
Vymaz;137;13500
Vloz;138;9600
Vloz;139;9400
Vloz;140;56500
DajData/NastavData;140;13700
Vloz;141;9700
Vymaz;140;44700
DajData/NastavData;140;13100
Vloz;141;44700
DajData/NastavData;141;13100
DajIndex;141;1958000
DajData/NastavData;141;13700
DajData/NastavData;141;13400
Vymaz;140;13800
DajData/NastavData;140;13200
DajData/NastavData;140;13100
Vloz;141;45600
Vymaz;140;44400
DajData/NastavData;140;13300
Vloz;141;44300
DajData/NastavData;141;13100
DajData/NastavData;141;13000
DajData/NastavData;141;13000
DajData/NastavData;141;17400
Vymaz;140;44100
Vymaz;139;13400
Vymaz;138;44400
Vymaz;137;43900
Vloz;138;9700
Vloz;139;44500
DajData/NastavData;139;13200
DajData/NastavData;139;13000
Vymaz;138;13400
Vymaz;137;13400
DajIndex;137;1596600
DajIndex;137;1593600
DajData/NastavData;137;13100
DajData/NastavData;137;13100
Vymaz;136;44700
Vloz;137;44500
Vymaz;136;45100
DajData/NastavData;136;13300
DajIndex;136;1578100
DajData/NastavData;136;13300
DajData/NastavData;136;13100
DajIndex;136;1591900
Vloz;137;45100
Vloz;138;45000
Vymaz;137;44300
DajIndex;137;1625400
DajData/NastavData;137;13400
DajData/NastavData;137;13200
DajData/NastavData;137;13000
DajData/NastavData;137;13100
DajIndex;137;1615900
DajData/NastavData;137;13600
Vymaz;136;13500
DajData/NastavData;136;13100
DajData/NastavData;136;13100
DajData/NastavData;136;13300
Vloz;137;45000
DajData/NastavData;137;13000
Vymaz;136;13400
Vymaz;135;13400
Vymaz;134;13400
DajData/NastavData;134;13200
Vloz;135;45200
DajData/NastavData;135;13200
Vymaz;134;44200
DajData/NastavData;134;13300
DajData/NastavData;134;13100
DajData/NastavData;134;13000
DajData/NastavData;134;12900
DajData/NastavData;134;13100
Vymaz;133;47700
DajData/NastavData;133;13100
Vloz;134;44600
DajData/NastavData;134;13000
DajIndex;134;1732600
Vymaz;133;13700
Vloz;134;10200
DajData/NastavData;134;13500
Vymaz;133;44600
Vloz;134;44400
Vymaz;133;13600
Vloz;134;9700
Vymaz;133;13400
DajData/NastavData;133;13100
DajData/NastavData;133;13100
DajData/NastavData;133;13000
Vymaz;132;44500
Vloz;133;9600
DajData/NastavData;133;13200
Vymaz;132;44500
Vymaz;131;43900
DajIndex;131;1528300
Vymaz;130;44200
DajData/NastavData;130;13100
DajData/NastavData;130;13000
DajData/NastavData;130;13100
DajData/NastavData;130;13100
Vymaz;129;44100
DajData/NastavData;129;13100
Vymaz;128;44600
DajData/NastavData;128;13000
DajIndex;128;1548400
Vymaz;127;44400
DajData/NastavData;127;13200
DajData/NastavData;127;13200
Vloz;128;44400
Vymaz;127;13400
Vloz;128;44600
DajIndex;128;1531700
DajData/NastavData;128;13400
DajData/NastavData;128;13600
DajIndex;128;1484700
Vloz;129;44800
Vymaz;128;44300
DajData/NastavData;128;13200
DajData/NastavData;128;16600
DajData/NastavData;128;13100
DajData/NastavData;128;12900
DajData/NastavData;128;12900
DajData/NastavData;128;13200
DajIndex;128;1500800
DajIndex;128;1492100
Vloz;129;45100
Vloz;130;44400
DajIndex;130;1515600
Vloz;131;44400
DajIndex;131;1528000
DajIndex;131;1541700
Vymaz;130;13600
DajData/NastavData;130;13100
Vloz;131;9700
Vloz;132;45100
DajData/NastavData;132;13000
DajData/NastavData;132;13000
Vloz;133;44200
Vymaz;132;13500
DajIndex;132;1584800
DajData/NastavData;132;13300
DajData/NastavData;132;13300
DajData/NastavData;132;12900
DajData/NastavData;132;13000
Vymaz;131;13600
DajData/NastavData;131;13100
DajData/NastavData;131;13000
DajData/NastavData;131;13000
Vymaz;130;13200
DajData/NastavData;130;13000
DajData/NastavData;130;13000
Vymaz;129;48200
DajData/NastavData;129;13200
Vymaz;128;13400
DajIndex;128;691300
Vloz;129;9800
Vloz;130;9300
DajData/NastavData;130;13000
Vloz;131;44800
Vloz;132;44700
Vloz;133;44200
DajData/NastavData;133;13000
DajData/NastavData;133;12900
Vloz;134;9400
Vymaz;133;13300
DajData/NastavData;133;13000
Vymaz;132;13300
Vymaz;131;47500
DajData/NastavData;131;13200
Vymaz;130;13300
Vloz;131;44600
Vymaz;130;44800
Vymaz;129;13300
Vymaz;128;44100
DajData/NastavData;128;13000
DajData/NastavData;128;13000
Vymaz;127;13400
Vymaz;126;44000
DajData/NastavData;126;12900
Vymaz;125;44600
DajIndex;125;1462700
DajData/NastavData;125;13300
DajData/NastavData;125;13000
Vymaz;124;44300
Vymaz;123;44200
DajData/NastavData;123;13100
DajData/NastavData;123;12800
DajData/NastavData;123;13000
DajData/NastavData;123;13000
Vloz;124;9400
Vymaz;123;44700
DajIndex;123;1431100
DajData/NastavData;123;13200
Vloz;124;9400
DajData/NastavData;124;13200
DajData/NastavData;124;13400
Vymaz;123;44800
DajData/NastavData;123;13200
DajData/NastavData;123;13000
Vloz;124;50200
Vymaz;123;44500
DajIndex;123;1427600
Vloz;124;48300
Vloz;125;9600
Vymaz;124;44100
DajData/NastavData;124;13200
DajIndex;124;1441400
DajData/NastavData;124;13400
DajData/NastavData;124;13200
DajData/NastavData;124;13000
Vymaz;123;13400
DajData/NastavData;123;13100
DajData/NastavData;123;13000
DajData/NastavData;123;13100
DajData/NastavData;123;13200
DajIndex;123;1485900
Vymaz;122;48100
DajData/NastavData;122;13300
DajData/NastavData;122;13000
Vymaz;121;43800
DajData/NastavData;121;13300
DajData/NastavData;121;13200
Vymaz;120;13300
Vymaz;119;44500
Vloz;120;10200
DajData/NastavData;120;13200
DajData/NastavData;120;16700
Vymaz;119;13700
DajData/NastavData;119;13100
Vloz;120;9500
DajData/NastavData;120;12900
Vloz;121;44800
DajData/NastavData;121;13000
Vymaz;120;44400
DajData/NastavData;120;13400
DajData/NastavData;120;13100
DajIndex;120;1434400
DajData/NastavData;120;13300
DajData/NastavData;120;13000
Vymaz;119;62800
DajData/NastavData;119;13300
DajData/NastavData;119;13300
Vymaz;118;44500
DajData/NastavData;118;13300
DajIndex;118;1371300
Vloz;119;45000
DajData/NastavData;119;13200
DajData/NastavData;119;13100
DajIndex;119;1400100
Vymaz;118;44200
DajData/NastavData;118;13000
DajData/NastavData;118;13500
DajData/NastavData;118;13000
Vymaz;117;44600
DajData/NastavData;117;13200
Vymaz;116;44200
Vloz;117;9700
DajData/NastavData;117;13400
DajData/NastavData;117;13000
DajData/NastavData;117;13000
Vymaz;116;13500
DajData/NastavData;116;13200
Vymaz;115;13400
Vloz;116;44700
DajData/NastavData;116;13100
Vymaz;115;48200
DajData/NastavData;115;13000
DajData/NastavData;115;13000
DajData/NastavData;115;13000
Vymaz;114;44000
DajData/NastavData;114;13000
DajData/NastavData;114;13000
DajData/NastavData;114;13000
DajIndex;114;1319900
DajData/NastavData;114;13300
DajData/NastavData;114;13100
DajData/NastavData;114;12900
Vymaz;113;44200
DajData/NastavData;113;13300
Vloz;114;44400
Vloz;115;44800
DajIndex;115;1345600
DajData/NastavData;115;13200
Vymaz;114;44200
DajIndex;114;1330200
DajData/NastavData;114;13500
Vloz;115;48400
DajData/NastavData;115;13200
DajData/NastavData;115;13000
DajData/NastavData;115;12700
DajData/NastavData;115;13000
DajData/NastavData;115;13000
Vymaz;114;13500
Vloz;115;44200
Vloz;116;45600
DajData/NastavData;116;13600
DajData/NastavData;116;13000
Vymaz;115;44300
DajData/NastavData;115;13200
DajData/NastavData;115;13000
Vloz;116;44600
DajData/NastavData;116;13300
DajData/NastavData;116;13000
DajData/NastavData;116;13100
DajData/NastavData;116;13200
DajData/NastavData;116;13000
Vymaz;115;44400
DajData/NastavData;115;13200
DajData/NastavData;115;19800
DajData/NastavData;115;19400
Vloz;116;15400
DajIndex;116;1400500
Vymaz;115;45100
DajData/NastavData;115;13300
Vloz;116;44600
Vymaz;115;49100
DajData/NastavData;115;13200
DajData/NastavData;115;12900
DajData/NastavData;115;14000
Vymaz;114;44500
DajData/NastavData;114;13500
Vloz;115;44100
DajData/NastavData;115;13400
DajData/NastavData;115;13200
Vloz;116;44300
Vloz;117;44500
Vymaz;116;44400
DajData/NastavData;116;13000
DajData/NastavData;116;13500
DajData/NastavData;116;13200
Vymaz;115;44600
Vymaz;114;44300
DajData/NastavData;114;13200
DajIndex;114;1333600
DajData/NastavData;114;13200
DajData/NastavData;114;13100
Vymaz;113;13400
DajData/NastavData;113;13100
Vymaz;112;44300
Vymaz;111;44300
Vymaz;110;43700
Vloz;111;44600
Vymaz;110;13400
Vloz;111;44900
DajData/NastavData;111;13300
DajData/NastavData;111;13000
DajData/NastavData;111;13100
Vymaz;110;44800
DajData/NastavData;110;13300
Vymaz;109;43900
DajData/NastavData;109;14000
Vymaz;108;43900
DajData/NastavData;108;13100
DajData/NastavData;108;13100
Vloz;109;44800
DajData/NastavData;109;13000
DajData/NastavData;109;13300
Vloz;110;44800
DajData/NastavData;110;13200
DajData/NastavData;110;12900
Vymaz;109;44100
DajData/NastavData;109;13400
Vloz;110;9600
DajIndex;110;1276200
Vymaz;109;47700
DajIndex;109;1343200
Vloz;110;45400
DajData/NastavData;110;13200
Vloz;111;9600
DajData/NastavData;111;13200
Vloz;112;45000
DajData/NastavData;112;13200
DajData/NastavData;112;13200
DajData/NastavData;112;13200
Vloz;113;44400
DajData/NastavData;113;13100
DajData/NastavData;113;13200
Vymaz;112;13600
DajData/NastavData;112;18900
DajData/NastavData;112;13100
DajData/NastavData;112;13100
DajIndex;112;1315300
DajData/NastavData;112;13300
Vymaz;111;44700
Vymaz;110;13300
DajIndex;110;1307900
DajData/NastavData;110;13500
Vymaz;109;50200
DajIndex;109;1298800
DajData/NastavData;109;13700
Vloz;110;9800
Vymaz;109;44500
DajData/NastavData;109;13200
DajData/NastavData;109;12800
DajData/NastavData;109;13100
DajData/NastavData;109;13000
Vloz;110;44300
DajData/NastavData;110;13000
DajIndex;110;1320500
Vymaz;109;47800
DajIndex;109;1292200
DajData/NastavData;109;13100
Vymaz;108;13500
Vymaz;107;13400
DajData/NastavData;107;13300
DajData/NastavData;107;13100
DajData/NastavData;107;12900
DajData/NastavData;107;13100
Vymaz;106;44800
Vymaz;105;13300
DajData/NastavData;105;13100
DajData/NastavData;105;18600
Vloz;106;44800
Vloz;107;44700
DajData/NastavData;107;13000
DajData/NastavData;107;13000
DajData/NastavData;107;12700
Vymaz;106;44200
Vymaz;105;44300
DajData/NastavData;105;13600
Vloz;106;9600
Vymaz;105;43900
DajData/NastavData;105;13100
DajData/NastavData;105;13100
Vymaz;104;44600
Vloz;105;9500
DajData/NastavData;105;13000
DajData/NastavData;105;13000
DajIndex;105;1263800
Vymaz;104;61700
DajIndex;104;1309700
Vloz;105;10600
DajData/NastavData;105;13300
DajIndex;105;1260800
Vloz;106;50500
DajData/NastavData;106;13100
DajData/NastavData;106;13200
Vloz;107;9600
DajData/NastavData;107;13000
DajData/NastavData;107;13200
Vloz;108;9500
Vloz;109;44700
Vymaz;108;44800
DajData/NastavData;108;13300
Vymaz;107;13300
Vloz;108;9600
Vymaz;107;44400
DajData/NastavData;107;13300
Vymaz;106;43600
DajData/NastavData;106;13200
DajData/NastavData;106;13100
DajData/NastavData;106;13200
Vymaz;105;44500
DajData/NastavData;105;13200
DajData/NastavData;105;13200
DajData/NastavData;105;13100
Vymaz;104;45200
DajData/NastavData;104;13300
Vloz;105;44500
DajData/NastavData;105;13100
DajData/NastavData;105;13000
DajIndex;105;1242500
Vloz;106;44500
DajIndex;106;1255400
DajData/NastavData;106;13100
DajData/NastavData;106;12900
DajData/NastavData;106;17000
Vloz;107;9600
DajData/NastavData;107;13000
DajIndex;107;1252500
DajData/NastavData;107;13100
Vymaz;106;44400
DajData/NastavData;106;13200
DajData/NastavData;106;13200
DajData/NastavData;106;13000
DajData/NastavData;106;12900
Vloz;107;44800
DajIndex;107;1268000
Vloz;108;44200
Vymaz;107;43900
DajData/NastavData;107;13000
Vymaz;106;13200
Vloz;107;44100
DajData/NastavData;107;13100
DajIndex;107;1269900
DajData/NastavData;107;13300
Vloz;108;44500
Vymaz;107;43500
Vloz;108;9500
Vymaz;107;44100
DajData/NastavData;107;13000
DajData/NastavData;107;13100
DajData/NastavData;107;13400
DajData/NastavData;107;13000
DajData/NastavData;107;13000
Vloz;108;9400
DajData/NastavData;108;13200
Vymaz;107;44100
Vymaz;106;13300
DajData/NastavData;106;13000
DajData/NastavData;106;12900
Vymaz;105;44500
DajData/NastavData;105;13200
DajData/NastavData;105;13000
DajIndex;105;1248400
Vymaz;104;43800
Vymaz;103;43700
DajData/NastavData;103;13100
DajData/NastavData;103;17300
DajData/NastavData;103;13100
DajData/NastavData;103;13000
Vloz;104;44600
Vloz;105;44600
DajIndex;105;1234100
DajData/NastavData;105;13100
Vloz;106;44500
DajData/NastavData;106;12900
Vymaz;105;44000
DajIndex;105;1250400
DajData/NastavData;105;13300
Vloz;106;44600
DajData/NastavData;106;13100
DajIndex;106;1255900
Vloz;107;9900
DajData/NastavData;107;12900
DajIndex;107;1266500
DajData/NastavData;107;13100
DajIndex;107;1288400
DajIndex;107;1513900
Vloz;108;46800
DajData/NastavData;108;13500
DajData/NastavData;108;18400
DajData/NastavData;108;26400
Vymaz;107;69400
DajData/NastavData;107;20300
DajData/NastavData;107;19800
DajData/NastavData;107;15300
DajData/NastavData;107;13200
DajData/NastavData;107;13200
DajIndex;107;2487000
DajData/NastavData;107;14300
DajData/NastavData;107;19500
Vloz;108;45700
Vymaz;107;44700
DajData/NastavData;107;13300
Vymaz;106;13400
DajData/NastavData;106;13200
Vymaz;105;13400
Vloz;106;9900
DajData/NastavData;106;13100
DajIndex;106;1268000
Vloz;107;10000
Vymaz;106;45000
DajData/NastavData;106;13200
Vloz;107;44600
DajData/NastavData;107;13900
DajIndex;107;1257100
DajData/NastavData;107;13200
DajData/NastavData;107;13200
Vloz;108;44700
DajData/NastavData;108;13400
Vymaz;107;44200
DajData/NastavData;107;13400
Vymaz;106;44300
DajData/NastavData;106;13300
Vymaz;105;44000
Vymaz;104;47700
Vloz;105;44600
Vymaz;104;44500
DajIndex;104;1962000
Vymaz;103;103900
DajData/NastavData;103;32800
DajData/NastavData;103;13800
Vymaz;102;13600
DajData/NastavData;102;13300
Vloz;103;46100
DajIndex;103;1760700
Vymaz;102;15300
Vymaz;101;13600
DajIndex;101;1294700
Vymaz;100;46100
DajData/NastavData;100;13200
DajData/NastavData;100;13400
Vymaz;99;13700
DajData/NastavData;99;22200
Vloz;100;12300
DajData/NastavData;100;13600
DajData/NastavData;100;16300
DajData/NastavData;100;13200
DajData/NastavData;100;15800
Vloz;101;48300
Vloz;102;63200
DajData/NastavData;102;14400
Vloz;103;63200
Vymaz;102;44700
DajData/NastavData;102;13400
DajData/NastavData;102;13400
DajData/NastavData;102;13400
Vloz;103;45600
DajData/NastavData;103;13400
Vloz;104;44500
Vymaz;103;57900
DajData/NastavData;103;13900
Vymaz;102;13600
DajData/NastavData;102;13500
DajData/NastavData;102;13500
DajData/NastavData;102;13200
DajData/NastavData;102;34300
Vloz;103;11900
Vloz;104;66000
Vymaz;103;15200
DajData/NastavData;103;15300
DajData/NastavData;103;13400
DajData/NastavData;103;13100
DajData/NastavData;103;13000
DajData/NastavData;103;13200
Vymaz;102;45000
Vymaz;101;44600
Vymaz;100;14400
Vymaz;99;45300
DajData/NastavData;99;14500
Vymaz;98;45300
DajData/NastavData;98;13200
DajData/NastavData;98;13800
DajData/NastavData;98;13500
Vymaz;97;45900
DajData/NastavData;97;13500
Vymaz;96;14100
Vymaz;95;13900
Vloz;96;46200
DajData/NastavData;96;13900
Vloz;97;44400
Vymaz;96;13600
DajData/NastavData;96;13200
DajData/NastavData;96;13200
DajData/NastavData;96;13800
Vymaz;95;13500
DajData/NastavData;95;13500
DajIndex;95;1229400
DajData/NastavData;95;38000
Vymaz;94;42300
DajData/NastavData;94;25600
DajData/NastavData;94;24600
DajData/NastavData;94;13600
Vloz;95;9900
Vloz;96;45400
Vymaz;95;13600
DajIndex;95;1136800
DajData/NastavData;95;13100
DajIndex;95;1121700
DajData/NastavData;95;13300
DajData/NastavData;95;13300
DajData/NastavData;95;13000
DajData/NastavData;95;12900
Vymaz;94;44500
Vymaz;93;44100
Vymaz;92;13300
Vymaz;91;13100
DajData/NastavData;91;13200
Vymaz;90;44100
DajData/NastavData;90;13100
DajData/NastavData;90;13200
Vloz;91;44700
DajData/NastavData;91;13100
DajData/NastavData;91;13000
Vymaz;90;44300
DajIndex;90;1081800
Vymaz;89;17600
Vymaz;88;48200
DajData/NastavData;88;13400
DajData/NastavData;88;13300
DajData/NastavData;88;13100
DajData/NastavData;88;13200
DajData/NastavData;88;13100
Vymaz;87;44500
Vymaz;86;44100
DajData/NastavData;86;13300
Vloz;87;9500
DajData/NastavData;87;13000
DajData/NastavData;87;13100
DajData/NastavData;87;13400
DajData/NastavData;87;13100
DajData/NastavData;87;13200
DajData/NastavData;87;13000
DajData/NastavData;87;13100
Vloz;88;9300
Vymaz;87;44300
DajData/NastavData;87;13200
DajData/NastavData;87;13100
Vloz;88;9500
DajIndex;88;1069300
Vymaz;87;13500
DajData/NastavData;87;13300
DajData/NastavData;87;13100
Vloz;88;9400
Vloz;89;44900
DajData/NastavData;89;13100
Vloz;90;44400
Vymaz;89;13200
DajData/NastavData;89;13100
Vymaz;88;13300
DajData/NastavData;88;13200
DajData/NastavData;88;13000
DajData/NastavData;88;13100
Vymaz;87;44600
Vloz;88;9600
Vloz;89;9200
Vloz;90;44700
Vymaz;89;44200
Vloz;90;9600
DajData/NastavData;90;13100
DajIndex;90;1052800
Vloz;91;44900
Vloz;92;44200
Vymaz;91;13300
DajIndex;91;1071700
DajData/NastavData;91;13200
Vymaz;90;44300
DajData/NastavData;90;13200
DajIndex;90;1054800
DajData/NastavData;90;13200
Vymaz;89;43800
DajData/NastavData;89;13200
Vymaz;88;43700
DajData/NastavData;88;13200
Vymaz;87;43900
DajData/NastavData;87;13100
Vymaz;86;13300
DajData/NastavData;86;28700
Vloz;87;75300
Vloz;88;11500
Vloz;89;9800
Vloz;90;9500
DajData/NastavData;90;14100
Vloz;91;44800
Vymaz;90;44000
Vloz;91;9400
Vymaz;90;44300
DajData/NastavData;90;13300
Vymaz;89;44000
Vymaz;88;13400
Vymaz;87;44200
Vymaz;86;13200
DajData/NastavData;86;13300
DajData/NastavData;86;13200
DajData/NastavData;86;13100
Vloz;87;44800
DajData/NastavData;87;13100
Vloz;88;44800
DajData/NastavData;88;13200
DajData/NastavData;88;13200
Vloz;89;44500
DajData/NastavData;89;13200
DajIndex;89;1159900
DajData/NastavData;89;13600
Vloz;90;57500
DajData/NastavData;90;16000
Vloz;91;9700
DajIndex;91;1065400
Vloz;92;9900
DajIndex;92;1068900
Vymaz;91;50100
DajData/NastavData;91;13200
Vloz;92;9500
Vloz;93;44800
Vymaz;92;13500
Vloz;93;9500
Vloz;94;44600
DajData/NastavData;94;13100
DajData/NastavData;94;12900
Vloz;95;44100
DajData/NastavData;95;13000
Vloz;96;44400
DajData/NastavData;96;13100
DajData/NastavData;96;13000
DajData/NastavData;96;13400
Vloz;97;44200
DajData/NastavData;97;13000
Vloz;98;44400
DajData/NastavData;98;12900
Vymaz;97;13400
DajData/NastavData;97;14900
Vloz;98;44700
Vymaz;97;44100
Vloz;98;44300
DajData/NastavData;98;13100
Vymaz;97;43900
DajData/NastavData;97;13200
DajData/NastavData;97;13100
Vymaz;96;13300
Vymaz;95;13500
DajData/NastavData;95;13100
Vloz;96;44700
DajData/NastavData;96;13200
DajData/NastavData;96;13100
Vymaz;95;13200
Vymaz;94;44300
Vloz;95;44100
DajData/NastavData;95;13200
DajData/NastavData;95;13000
DajData/NastavData;95;13000
DajData/NastavData;95;13000
DajData/NastavData;95;13000
DajData/NastavData;95;13000
DajData/NastavData;95;13000
DajData/NastavData;95;13000
Vloz;96;9300
DajData/NastavData;96;12900
Vymaz;95;44200
Vymaz;94;44200
Vloz;95;9600
Vymaz;94;44700
Vymaz;93;44000
DajData/NastavData;93;13000
Vloz;94;44100
DajData/NastavData;94;13300
Vymaz;93;13600
DajData/NastavData;93;12900
DajData/NastavData;93;13100
Vymaz;92;44000
Vymaz;91;13800
Vloz;92;44400
Vymaz;91;44200
DajData/NastavData;91;13000
DajData/NastavData;91;13000
Vymaz;90;43900
DajIndex;90;1056200
Vymaz;89;44700
DajIndex;89;1033500
DajData/NastavData;89;13200
Vymaz;88;44200
DajData/NastavData;88;13200
