Operacia;PocetPrvkov;TrvanieOperacie
Vymaz;87;44100
Vymaz;86;44600
DajData/NastavData;86;13200
DajData/NastavData;86;13100
Vloz;87;44400
Vloz;88;44000
Vymaz;87;44100
Vloz;88;10000
Vloz;89;93900
Vymaz;88;15500
Vymaz;87;45400
Vymaz;86;13800
Vloz;87;45500
Vymaz;86;13600
Vloz;87;46800
Vymaz;86;65200
Vloz;87;75000
Vymaz;86;74700
DajData/NastavData;86;21400
Vymaz;85;22000
Vymaz;84;69900
Vloz;85;15700
Vymaz;84;19900
DajIndex;84;1604800
Vymaz;83;84700
DajData/NastavData;83;21400
Vloz;84;16800
Vymaz;83;77400
Vloz;84;71900
Vloz;85;65400
Vymaz;84;20600
Vymaz;83;71100
Vymaz;82;70700
DajIndex;82;1551100
DajData/NastavData;82;21500
Vymaz;81;70200
Vymaz;80;66700
Vloz;81;72000
Vloz;82;69600
Vymaz;81;21700
Vloz;82;14700
DajIndex;82;1640300
DajData/NastavData;82;22300
DajData/NastavData;82;22100
Vymaz;81;81600
Vymaz;80;71000
Vymaz;79;76200
Vymaz;78;39100
Vymaz;77;20300
Vymaz;76;18800
DajData/NastavData;76;18800
Vloz;77;70800
Vloz;78;46000
DajIndex;78;930600
DajIndex;78;927300
DajData/NastavData;78;13200
DajIndex;78;950200
Vymaz;77;44400
DajIndex;77;914500
DajData/NastavData;77;13100
Vloz;78;9900
Vymaz;77;13400
Vloz;78;9400
Vloz;79;9500
DajData/NastavData;79;13200
Vymaz;78;13300
Vymaz;77;44700
DajIndex;77;889000
DajData/NastavData;77;13600
Vymaz;76;73600
Vymaz;75;44900
Vymaz;74;44300
Vloz;75;9600
Vloz;76;60200
Vloz;77;12100
Vloz;78;44700
Vloz;79;12400
DajData/NastavData;79;13400
Vloz;80;9300
Vloz;81;44600
Vloz;82;44300
Vymaz;81;44500
DajData/NastavData;81;15100
Vloz;82;9900
Vloz;83;14300
Vloz;84;65100
DajIndex;84;1121100
Vymaz;83;46300
Vymaz;82;13700
Vymaz;81;45100
DajData/NastavData;81;13600
Vymaz;80;43900
Vymaz;79;44400
Vymaz;78;43700
Vloz;79;10000
Vymaz;78;44700
DajData/NastavData;78;19100
Vymaz;77;44500
Vloz;78;45500
DajIndex;78;982800
DajIndex;78;912600
DajData/NastavData;78;13300
DajIndex;78;936800
Vloz;79;46100
DajData/NastavData;79;13100
Vloz;80;9600
DajIndex;80;940600
Vymaz;79;44700
Vloz;80;9600
Vloz;81;9400
DajData/NastavData;81;13200
Vloz;82;9300
Vloz;83;9100
Vymaz;82;44400
DajData/NastavData;82;13200
Vloz;83;9300
DajIndex;83;988300
Vloz;84;44600
Vloz;85;110000
Vloz;86;92700
Vloz;87;14600
Vymaz;86;21900
Vymaz;85;75000
Vymaz;84;22300
Vymaz;83;73800
DajData/NastavData;83;19600
Vloz;84;73000
Vloz;85;61700
Vloz;86;72900
Vloz;87;69300
DajData/NastavData;87;26800
Vloz;88;69800
DajIndex;88;1196000
Vloz;89;45900
Vymaz;88;44100
Vymaz;87;13400
DajIndex;87;1031400
Vloz;88;44800
Vymaz;87;44400
DajData/NastavData;87;13500
Vymaz;86;13400
Vymaz;85;44200
Vymaz;84;44200
Vymaz;83;13800
Vloz;84;44700
DajData/NastavData;84;13100
Vloz;85;9500
Vymaz;84;44500
Vymaz;83;44300
Vymaz;82;13300
Vloz;83;9700
Vymaz;82;44200
Vloz;83;44200
DajData/NastavData;83;13200
DajIndex;83;973500
DajData/NastavData;83;13400
DajIndex;83;982000
DajData/NastavData;83;13200
Vloz;84;44600
Vloz;85;9500
Vymaz;84;13500
DajData/NastavData;84;13400
Vloz;85;44300
DajIndex;85;1016500
Vloz;86;49900
DajData/NastavData;86;13100
Vloz;87;15800
Vloz;88;44700
Vloz;89;44900
DajData/NastavData;89;13400
DajData/NastavData;89;13600
Vloz;90;44800
Vymaz;89;44000
Vymaz;88;44100
DajData/NastavData;88;13100
DajData/NastavData;88;13200
Vymaz;87;13400
Vloz;88;44500
DajData/NastavData;88;13400
Vloz;89;44500
Vloz;90;44200
Vymaz;89;44300
DajData/NastavData;89;13900
Vloz;90;44600
DajData/NastavData;90;13200
Vloz;91;44700
Vloz;92;9500
Vloz;93;9300
Vymaz;92;44300
Vymaz;91;13300
DajData/NastavData;91;12900
Vloz;92;44300
DajData/NastavData;92;13100
Vymaz;91;44100
Vymaz;90;44500
Vymaz;89;43900
Vloz;90;9500
Vloz;91;44300
Vymaz;90;13100
Vymaz;89;43500
Vloz;90;53300
Vloz;91;14500
Vymaz;90;33300
DajData/NastavData;90;31900
Vloz;91;46600
Vloz;92;44500
DajIndex;92;1090600
Vloz;93;9800
Vloz;94;44700
DajData/NastavData;94;13000
Vloz;95;44100
Vymaz;94;13400
Vloz;95;44200
Vloz;96;9500
Vymaz;95;13500
Vymaz;94;46100
Vloz;95;44600
Vymaz;94;13200
DajIndex;94;1210700
Vloz;95;45500
DajIndex;95;1125700
DajData/NastavData;95;13400
Vymaz;94;44300
Vymaz;93;44200
DajData/NastavData;93;13200
Vymaz;92;43800
Vymaz;91;50900
Vloz;92;44800
DajData/NastavData;92;13300
Vloz;93;43800
DajData/NastavData;93;13200
Vymaz;92;44000
Vymaz;91;13300
DajData/NastavData;91;13100
Vloz;92;45000
Vymaz;91;43900
DajIndex;91;1257700
Vymaz;90;100900
DajData/NastavData;90;15600
DajData/NastavData;90;13400
DajData/NastavData;90;13200
Vloz;91;46000
DajData/NastavData;91;13000
DajIndex;91;1081800
Vloz;92;9700
DajData/NastavData;92;13200
DajData/NastavData;92;12900
DajData/NastavData;92;13100
Vymaz;91;44100
DajData/NastavData;91;13000
Vymaz;90;44400
Vymaz;89;43700
DajIndex;89;1062800
Vloz;90;44500
Vloz;91;53800
DajIndex;91;1068400
Vloz;92;9900
Vymaz;91;13400
Vloz;92;44800
Vloz;93;44300
DajData/NastavData;93;13400
Vymaz;92;44300
DajIndex;92;1084800
DajData/NastavData;92;13300
Vloz;93;44300
Vymaz;92;48500
Vloz;93;44600
Vymaz;92;44200
DajData/NastavData;92;13200
Vloz;93;49500
Vloz;94;44400
Vymaz;93;13500
Vymaz;92;44200
Vloz;93;44000
DajData/NastavData;93;13200
Vymaz;92;44000
DajData/NastavData;92;13000
Vloz;93;44400
Vymaz;92;44100
Vloz;93;43900
DajData/NastavData;93;13000
Vymaz;92;13400
Vymaz;91;44000
DajIndex;91;1311100
Vymaz;90;14000
DajData/NastavData;90;13500
Vloz;91;44900
Vymaz;90;44200
Vymaz;89;13300
Vloz;90;44900
Vymaz;89;44200
Vloz;90;44100
DajData/NastavData;90;13000
Vloz;91;9500
Vloz;92;9300
Vymaz;91;44600
DajData/NastavData;91;13000
DajIndex;91;1065400
DajData/NastavData;91;13000
DajData/NastavData;91;13000
Vloz;92;9600
Vymaz;91;44400
Vloz;92;44100
DajData/NastavData;92;13200
Vymaz;91;13400
Vymaz;90;44100
Vymaz;89;13200
Vymaz;88;43900
DajData/NastavData;88;13200
Vymaz;87;13400
DajData/NastavData;87;13100
Vymaz;86;13100
Vloz;87;44800
DajData/NastavData;87;13100
Vloz;88;9400
DajIndex;88;1048700
DajIndex;88;1031800
Vymaz;87;44100
DajData/NastavData;87;13100
Vymaz;86;46700
Vloz;87;44100
DajData/NastavData;87;13000
Vloz;88;44500
Vymaz;87;43800
DajData/NastavData;87;13200
Vymaz;86;43500
DajIndex;86;1013200
Vloz;87;44600
Vloz;88;50100
Vloz;89;46800
Vymaz;88;45000
Vymaz;87;43600
DajIndex;87;1035700
Vloz;88;9800
Vloz;89;9500
Vymaz;88;50400
Vloz;89;54900
Vymaz;88;67600
Vloz;89;67000
Vloz;90;66000
Vloz;91;68600
DajData/NastavData;91;14000
Vymaz;90;44500
Vloz;91;44700
Vymaz;90;171800
DajData/NastavData;90;16100
Vloz;91;9700
Vloz;92;44800
Vymaz;91;44300
Vymaz;90;44700
Vloz;91;9500
DajIndex;91;1060500
DajIndex;91;1052000
Vloz;92;44500
Vymaz;91;44000
Vymaz;90;43900
Vloz;91;44000
DajIndex;91;1053100
Vloz;92;44600
DajData/NastavData;92;13100
Vymaz;91;13600
Vymaz;90;45400
Vloz;91;44100
DajData/NastavData;91;13100
Vloz;92;44500
DajData/NastavData;92;13200
DajIndex;92;1083600
DajData/NastavData;92;13100
DajData/NastavData;92;13200
Vymaz;91;44500
Vymaz;90;13400
Vymaz;89;43600
Vymaz;88;44100
Vloz;89;44300
Vymaz;88;44000
Vloz;89;9600
DajData/NastavData;89;13100
Vloz;90;44400
Vloz;91;44100
DajData/NastavData;91;13200
Vloz;92;43900
DajData/NastavData;92;13300
Vymaz;91;44500
DajData/NastavData;91;13100
Vloz;92;44700
Vloz;93;44000
Vymaz;92;44100
Vymaz;91;43800
DajData/NastavData;91;13100
Vloz;92;44300
Vymaz;91;13400
Vloz;92;9500
DajIndex;92;1067800
DajIndex;92;1060000
Vloz;93;9700
Vymaz;92;44000
Vloz;93;44300
DajIndex;93;1074800
DajData/NastavData;93;13100
Vymaz;92;43900
Vymaz;91;13200
Vloz;92;44100
DajIndex;92;1074000
Vymaz;91;44300
Vloz;92;44200
DajData/NastavData;92;13200
DajData/NastavData;92;12900
Vloz;93;9500
Vloz;94;9500
DajIndex;94;1210400
Vymaz;93;13600
Vloz;94;44500
DajData/NastavData;94;13100
Vymaz;93;44000
Vymaz;92;43900
Vymaz;91;43600
Vloz;92;9500
DajData/NastavData;92;13000
Vymaz;91;43900
Vloz;92;44000
Vymaz;91;13500
Vymaz;90;43700
Vloz;91;44300
Vymaz;90;44000
Vymaz;89;44000
Vymaz;88;45800
DajIndex;88;1018600
Vloz;89;43900
DajData/NastavData;89;13100
Vymaz;88;43600
Vymaz;87;43500
Vymaz;86;43700
DajIndex;86;1058900
Vloz;87;44900
DajIndex;87;1006500
Vloz;88;44300
Vloz;89;9600
Vloz;90;9300
Vloz;91;48600
Vloz;92;44400
DajData/NastavData;92;13300
Vymaz;91;13600
Vloz;92;9400
Vymaz;91;44500
Vymaz;90;43900
Vloz;91;44300
Vymaz;90;13300
DajIndex;90;1047500
DajIndex;90;1061200
Vymaz;89;48200
Vloz;90;9800
Vymaz;89;43900
Vloz;90;44300
Vloz;91;43900
Vymaz;90;13500
Vloz;91;44600
DajData/NastavData;91;13100
Vloz;92;43900
Vloz;93;45800
Vymaz;92;44100
DajData/NastavData;92;13000
Vloz;93;43900
Vloz;94;9500
Vloz;95;9300
DajData/NastavData;95;13000
Vloz;96;44400
DajData/NastavData;96;13000
Vymaz;95;43900
DajData/NastavData;95;13400
Vymaz;94;44000
Vloz;95;44300
Vymaz;94;44200
DajData/NastavData;94;13100
DajData/NastavData;94;13200
Vloz;95;9400
DajIndex;95;1104300
Vloz;96;9600
Vymaz;95;13600
Vloz;96;9700
Vymaz;95;13300
Vloz;96;44400
Vymaz;95;13300
DajData/NastavData;95;13000
Vymaz;94;13100
Vymaz;93;43900
Vloz;94;9400
Vloz;95;44600
Vymaz;94;44200
Vloz;95;9500
DajIndex;95;1191500
Vloz;96;44500
Vymaz;95;13500
Vloz;96;9600
Vloz;97;46100
Vloz;98;43900
Vymaz;97;13100
Vloz;98;9600
Vloz;99;44100
Vloz;100;44400
Vymaz;99;44400
Vloz;100;43900
Vloz;101;44500
Vloz;102;9300
Vloz;103;44400
DajIndex;103;1200600
Vloz;104;44100
Vloz;105;9500
Vymaz;104;52400
Vloz;105;44500
Vymaz;104;13100
DajData/NastavData;104;13300
Vymaz;103;13200
DajData/NastavData;103;13000
Vloz;104;9500
Vloz;105;44600
Vloz;106;43900
Vloz;107;9400
Vymaz;106;13400
Vloz;107;44400
Vloz;108;43900
DajData/NastavData;108;13000
DajData/NastavData;108;13000
Vymaz;107;13200
Vloz;108;9400
Vloz;109;44200
DajData/NastavData;109;13100
DajData/NastavData;109;12900
Vloz;110;45900
Vloz;111;9600
Vymaz;110;44200
Vloz;111;43800
DajIndex;111;1282900
Vloz;112;47900
DajIndex;112;1291700
Vymaz;111;13300
Vloz;112;56200
Vymaz;111;46100
Vloz;112;9900
Vloz;113;44700
Vymaz;112;44000
Vymaz;111;13300
DajData/NastavData;111;13500
Vymaz;110;44000
Vloz;111;44000
Vymaz;110;13300
Vymaz;109;13100
Vloz;110;44000
Vymaz;109;44200
Vymaz;108;44400
Vymaz;107;43800
Vloz;108;43900
Vloz;109;44100
Vloz;110;9500
Vloz;111;44000
Vymaz;110;13400
Vymaz;109;44400
Vloz;110;44500
Vloz;111;9500
Vymaz;110;70200
Vloz;111;45000
Vymaz;110;43700
Vymaz;109;47600
Vloz;110;44200
DajData/NastavData;110;13000
Vymaz;109;13400
Vloz;110;9700
Vloz;111;44100
Vloz;112;44600
DajIndex;112;1298800
Vymaz;111;43900
Vymaz;110;13400
Vymaz;109;43900
DajIndex;109;1322700
Vloz;110;44400
Vloz;111;44200
Vymaz;110;13600
Vymaz;109;44100
Vloz;110;44100
Vloz;111;44400
Vloz;112;9400
DajData/NastavData;112;13200
DajData/NastavData;112;13000
Vloz;113;44400
Vymaz;112;44300
DajIndex;112;1295800
Vymaz;111;44300
DajData/NastavData;111;13000
Vymaz;110;13300
Vymaz;109;45500
Vloz;110;9600
DajData/NastavData;110;13100
Vloz;111;9400
DajData/NastavData;111;13100
Vymaz;110;13200
DajData/NastavData;110;16400
Vymaz;109;44300
DajData/NastavData;109;13200
DajData/NastavData;109;13000
Vloz;110;44300
Vloz;111;44600
Vymaz;110;44200
DajIndex;110;1274100
Vloz;111;9900
Vymaz;110;13300
DajData/NastavData;110;14700
Vloz;111;9700
Vymaz;110;44300
Vymaz;109;44100
Vymaz;108;13500
Vymaz;107;43900
Vymaz;106;13400
DajIndex;106;1234800
DajData/NastavData;106;13100
Vloz;107;9400
Vymaz;106;13200
Vloz;107;44300
Vymaz;106;43700
DajIndex;106;1266500
Vloz;107;10100
Vymaz;106;44800
Vymaz;105;13400
Vymaz;104;13300
DajIndex;104;1220600
Vymaz;103;13500
Vymaz;102;44300
Vloz;103;9600
DajData/NastavData;103;13100
Vymaz;102;44100
DajData/NastavData;102;13100
DajData/NastavData;102;13000
Vymaz;101;44100
DajData/NastavData;101;13700
Vymaz;100;13600
Vloz;101;9700
Vloz;102;9300
Vymaz;101;13500
Vloz;102;9400
Vymaz;101;44100
DajData/NastavData;101;13200
Vloz;102;44500
Vloz;103;44100
Vloz;104;9400
Vymaz;103;13400
Vymaz;102;13500
DajData/NastavData;102;13200
Vymaz;101;13200
Vymaz;100;13300
Vloz;101;44500
Vloz;102;44200
DajIndex;102;1220000
DajData/NastavData;102;20700
DajData/NastavData;102;20900
Vymaz;101;21700
Vymaz;100;21500
Vymaz;99;70600
DajIndex;99;1261300
Vloz;100;45500
Vloz;101;9700
Vymaz;100;13400
Vymaz;99;13100
Vloz;100;14900
Vymaz;99;48100
Vloz;100;44600
DajIndex;100;1206900
DajData/NastavData;100;13500
DajIndex;100;1219000
Vloz;101;14800
Vloz;102;49000
Vloz;103;45100
DajIndex;103;1208300
Vloz;104;44700
Vloz;105;9700
Vymaz;104;13700
Vymaz;103;13300
Vymaz;102;43900
Vymaz;101;44100
Vymaz;100;43900
DajIndex;100;1159000
Vymaz;99;13500
Vloz;100;44900
Vymaz;99;44400
Vymaz;98;13200
Vloz;99;44100
Vymaz;98;44400
DajData/NastavData;98;13200
Vloz;99;44200
Vloz;100;43800
Vloz;101;44300
DajIndex;101;1169200
Vymaz;100;44300
DajData/NastavData;100;13700
Vymaz;99;44000
Vymaz;98;43700
DajIndex;98;1137500
DajData/NastavData;98;13200
Vymaz;97;44200
Vymaz;96;44400
Vymaz;95;43900
Vymaz;94;44000
Vloz;95;44300
Vloz;96;44600
Vymaz;95;43900
DajData/NastavData;95;13000
Vymaz;94;44000
Vymaz;93;17900
Vloz;94;9700
Vloz;95;44800
Vloz;96;44200
Vymaz;95;44000
DajData/NastavData;95;13100
DajIndex;95;1108300
DajData/NastavData;95;13500
DajIndex;95;1110700
Vloz;96;44600
Vymaz;95;43900
DajIndex;95;1104300
Vloz;96;9700
Vloz;97;46400
DajIndex;97;1234000
Vloz;98;44700
Vymaz;97;43900
Vymaz;96;13400
Vymaz;95;44000
Vloz;96;44700
DajData/NastavData;96;13200
Vymaz;95;13400
Vymaz;94;13300
Vymaz;93;13200
DajData/NastavData;93;13100
DajData/NastavData;93;13100
Vloz;94;44200
Vymaz;93;13000
Vloz;94;44300
DajData/NastavData;94;28200
Vymaz;93;58500
Vloz;94;56400
Vloz;95;9900
Vloz;96;44400
DajData/NastavData;96;13100
Vymaz;95;44200
Vymaz;94;13500
Vloz;95;44300
DajData/NastavData;95;12900
DajData/NastavData;95;13400
Vymaz;94;44600
Vymaz;93;44800
Vloz;94;46100
Vloz;95;9600
Vloz;96;44400
DajData/NastavData;96;13100
Vymaz;95;44500
Vloz;96;9400
Vloz;97;44200
Vloz;98;44300
Vymaz;97;13300
Vymaz;96;44100
Vymaz;95;44000
Vloz;96;9500
Vloz;97;9300
Vloz;98;9300
Vloz;99;44500
Vymaz;98;44300
DajData/NastavData;98;13200
Vymaz;97;48300
Vymaz;96;44000
Vloz;97;44800
Vymaz;96;13300
Vloz;97;44300
Vymaz;96;43700
Vymaz;95;13200
Vloz;96;44700
Vymaz;95;43600
DajIndex;95;1097400
Vymaz;94;13200
DajIndex;94;1095200
Vloz;95;44500
DajData/NastavData;95;13200
Vloz;96;9400
Vloz;97;44100
Vloz;98;44100
Vloz;99;9600
Vloz;100;9300
DajData/NastavData;100;13100
Vymaz;99;13400
Vloz;100;9400
Vloz;101;9300
DajData/NastavData;101;13000
Vymaz;100;44400
Vymaz;99;43600
Vloz;100;9400
Vloz;101;9300
Vloz;102;9100
Vymaz;101;44400
Vymaz;100;13400
Vymaz;99;43700
Vymaz;98;44200
Vloz;99;9300
DajIndex;99;1161400
Vymaz;98;13500
Vloz;99;44900
Vymaz;98;13100
Vloz;99;9400
DajData/NastavData;99;13100
DajData/NastavData;99;13000
DajIndex;99;1148700
DajIndex;99;1143000
DajData/NastavData;99;13100
Vloz;100;44200
Vymaz;99;44200
Vymaz;98;13300
Vloz;99;43800
Vymaz;98;43900
Vloz;99;43800
Vymaz;98;44400
Vymaz;97;44300
Vloz;98;44000
Vymaz;97;43600
Vymaz;96;48700
DajIndex;96;1173700
Vloz;97;45000
DajIndex;97;1126700
Vymaz;96;48300
DajData/NastavData;96;13300
Vymaz;95;13200
Vloz;96;45600
Vymaz;95;43600
DajData/NastavData;95;13300
Vymaz;94;44000
Vloz;95;9700
DajData/NastavData;95;13000
Vloz;96;44800
Vymaz;95;13300
Vloz;96;9500
Vloz;97;44400
DajData/NastavData;97;13300
Vymaz;96;44400
DajIndex;96;1109200
Vloz;97;9600
Vymaz;96;44000
Vymaz;95;13300
Vloz;96;44200
DajData/NastavData;96;13100
Vymaz;95;13300
Vymaz;94;13300
DajIndex;94;1090300
DajIndex;94;1096100
DajIndex;94;1100900
Vloz;95;9600
DajData/NastavData;95;13100
Vymaz;94;44400
DajIndex;94;1085700
Vymaz;93;44300
DajData/NastavData;93;13200
Vloz;94;9700
Vymaz;93;44000
Vymaz;92;44000
Vymaz;91;45400
Vymaz;90;43600
DajData/NastavData;90;13200
DajData/NastavData;90;13300
Vloz;91;9500
Vymaz;90;13300
DajData/NastavData;90;13100
Vymaz;89;44300
DajIndex;89;1084000
Vymaz;88;44000
DajIndex;88;1020500
Vymaz;87;13400
DajData/NastavData;87;13300
Vloz;88;44700
Vymaz;87;13300
Vloz;88;9600
DajData/NastavData;88;13000
Vymaz;87;43800
DajIndex;87;1014400
DajData/NastavData;87;17700
Vymaz;86;44000
Vloz;87;44500
Vloz;88;9600
Vymaz;87;13400
Vymaz;86;44100
DajIndex;86;991700
DajIndex;86;996500
DajData/NastavData;86;13200
Vymaz;85;44100
Vymaz;84;43700
Vloz;85;47700
DajData/NastavData;85;13100
Vloz;86;43900
DajIndex;86;993000
Vymaz;85;13200
Vymaz;84;13400
Vloz;85;44400
Vloz;86;9500
Vloz;87;44200
Vymaz;86;44400
Vymaz;85;13300
Vloz;86;44000
Vymaz;85;43600
Vymaz;84;13300
DajData/NastavData;84;13100
Vloz;85;43900
Vloz;86;44000
Vloz;87;43800
Vymaz;86;43800
Vymaz;85;43600
Vloz;86;43700
Vymaz;85;43700
Vymaz;84;13300
Vloz;85;43900
Vloz;86;9500
Vymaz;85;13400
Vymaz;84;45300
Vymaz;83;13200
Vymaz;82;13200
DajData/NastavData;82;13200
Vloz;83;45000
Vymaz;82;13300
Vymaz;81;13500
Vloz;82;44200
Vloz;83;9400
DajData/NastavData;83;12900
DajData/NastavData;83;13100
Vloz;84;44600
Vymaz;83;13100
Vymaz;82;44200
DajData/NastavData;82;13500
Vymaz;81;44100
DajData/NastavData;81;16500
Vymaz;80;43800
Vymaz;79;43700
Vymaz;78;57600
Vloz;79;9600
Vloz;80;44000
Vloz;81;9600
DajIndex;81;941300
Vloz;82;9400
DajIndex;82;959200
Vloz;83;9600
Vloz;84;44200
DajIndex;84;1037000
Vloz;85;10000
Vloz;86;44500
DajData/NastavData;86;13200
DajIndex;86;1001700
Vloz;87;44100
Vymaz;86;43800
Vymaz;85;13400
Vymaz;84;43500
DajIndex;84;979800
Vloz;85;9500
Vloz;86;45000
Vloz;87;44100
Vloz;88;62600
DajData/NastavData;88;13600
DajData/NastavData;88;15900
Vymaz;87;44100
DajData/NastavData;87;13400
DajIndex;87;1013000
Vymaz;86;13300
Vloz;87;10000
Vloz;88;9400
DajData/NastavData;88;13300
DajIndex;88;1029400
Vloz;89;44500
Vloz;90;9600
DajData/NastavData;90;13400
DajIndex;90;1046700
Vloz;91;44000
DajIndex;91;1050800
Vloz;92;12800
Vymaz;91;49800
DajData/NastavData;91;13600
Vloz;92;44100
DajData/NastavData;92;13000
Vymaz;91;43700
Vymaz;90;43800
Vloz;91;9500
Vymaz;90;44300
DajIndex;90;1044300
Vymaz;89;43900
Vymaz;88;43800
Vymaz;87;43600
Vymaz;86;43800
Vloz;87;9600
Vymaz;86;44400
Vloz;87;43900
Vloz;88;9400
DajData/NastavData;88;14900
Vymaz;87;44400
Vloz;88;44000
Vloz;89;44100
Vloz;90;44300
DajData/NastavData;90;13100
DajData/NastavData;90;13000
DajData/NastavData;90;13000
Vymaz;89;44100
DajIndex;89;1109600
DajIndex;89;1056600
DajData/NastavData;89;13400
Vymaz;88;44400
Vymaz;87;44100
DajData/NastavData;87;13200
Vymaz;86;44200
Vloz;87;10000
Vloz;88;9400
DajData/NastavData;88;13200
DajData/NastavData;88;13200
Vymaz;87;13400
DajData/NastavData;87;13200
Vloz;88;9300
Vloz;89;44300
Vymaz;88;44000
DajIndex;88;1042700
Vymaz;87;44000
Vymaz;86;44100
DajIndex;86;997500
Vloz;87;44300
Vymaz;86;43600
Vloz;87;44800
Vymaz;86;13400
Vymaz;85;13100
DajIndex;85;992100
Vymaz;84;45500
DajData/NastavData;84;13200
Vloz;85;44200
Vymaz;84;13400
Vloz;85;9500
Vloz;86;44100
Vloz;87;44300
Vymaz;86;44200
Vloz;87;9500
DajData/NastavData;87;13100
Vloz;88;9300
Vymaz;87;44300
DajData/NastavData;87;13000
Vloz;88;44500
Vymaz;87;13200
Vymaz;86;44200
Vymaz;85;13300
Vloz;86;9600
DajData/NastavData;86;13200
DajData/NastavData;86;13100
Vymaz;85;45900
DajData/NastavData;85;13200
DajIndex;85;992400
Vymaz;84;44000
Vloz;85;44300
DajData/NastavData;85;13400
Vymaz;84;44100
DajIndex;84;975100
Vymaz;83;43800
DajIndex;83;964100
Vloz;84;44100
Vloz;85;43700
Vloz;86;43900
Vloz;87;43800
Vymaz;86;13300
Vloz;87;9600
Vloz;88;44300
Vloz;89;43900
DajData/NastavData;89;13300
DajIndex;89;1107000
Vymaz;88;44500
Vloz;89;44200
Vloz;90;44600
Vloz;91;9700
Vloz;92;9300
Vloz;93;44400
DajData/NastavData;93;13000
Vloz;94;9300
Vloz;95;44600
DajData/NastavData;95;13000
Vymaz;94;44100
Vymaz;93;44400
DajData/NastavData;93;13200
Vloz;94;44300
Vymaz;93;13400
DajData/NastavData;93;13100
Vloz;94;9600
DajData/NastavData;94;13000
Vymaz;93;48500
Vymaz;92;44400
Vloz;93;9700
Vloz;94;44000
Vymaz;93;44100
Vymaz;92;13300
Vymaz;91;44100
Vymaz;90;44000
Vloz;91;9600
Vymaz;90;44000
Vymaz;89;13300
DajIndex;89;1034600
Vloz;90;44900
Vloz;91;44000
DajIndex;91;1051400
Vymaz;90;13300
Vloz;91;45800
DajIndex;91;1066600
Vymaz;90;13400
Vymaz;89;44100
Vymaz;88;43900
DajData/NastavData;88;13200
Vymaz;87;43700
Vymaz;86;43700
Vymaz;85;13100
Vloz;86;44000
Vloz;87;44400
Vloz;88;9400
DajData/NastavData;88;13200
Vymaz;87;13500
Vymaz;86;12900
DajData/NastavData;86;12900
DajData/NastavData;86;13000
Vloz;87;44400
DajData/NastavData;87;14800
DajData/NastavData;87;13400
DajData/NastavData;87;13000
DajData/NastavData;87;13100
DajIndex;87;1005500
Vloz;88;9600
Vloz;89;44800
Vloz;90;44400
Vloz;91;44100
Vymaz;90;13300
DajData/NastavData;90;13000
DajData/NastavData;90;13200
Vloz;91;44200
DajData/NastavData;91;13100
Vymaz;90;44400
Vloz;91;9500
Vloz;92;12600
Vloz;93;44500
Vloz;94;9400
DajIndex;94;1087800
DajData/NastavData;94;13500
DajIndex;94;1090600
Vloz;95;44300
Vymaz;94;43900
Vymaz;93;13300
Vymaz;92;13300
Vloz;93;49300
Vymaz;92;20300
Vymaz;91;71400
DajIndex;91;1058400
Vymaz;90;44200
Vymaz;89;44200
Vloz;90;44400
DajData/NastavData;90;13300
Vloz;91;45800
Vloz;92;43900
Vloz;93;9600
DajData/NastavData;93;13300
Vymaz;92;44200
Vymaz;91;44300
DajData/NastavData;91;13200
DajData/NastavData;91;13000
Vymaz;90;44100
Vymaz;89;13300
Vymaz;88;44100
Vymaz;87;44100
Vloz;88;44300
Vloz;89;44000
DajData/NastavData;89;12900
DajIndex;89;1036800
DajIndex;89;1177300
Vloz;90;61400
DajData/NastavData;90;20000
Vymaz;89;86800
Vymaz;88;62400
Vymaz;87;85700
Vloz;88;20100
Vymaz;87;111800
Vymaz;86;18600
Vymaz;85;21600
Vymaz;84;71200
Vymaz;83;23100
Vymaz;82;22900
Vloz;83;16900
Vloz;84;74500
Vymaz;83;22800
Vymaz;82;72600
Vymaz;81;96200
Vloz;82;48800
Vymaz;81;75300
Vymaz;80;64800
DajIndex;80;1047800
Vloz;81;10300
Vloz;82;44600
DajData/NastavData;82;13200
Vloz;83;44300
DajData/NastavData;83;13300
DajData/NastavData;83;13100
Vloz;84;9500
Vloz;85;44300
Vloz;86;44300
Vloz;87;43900
Vymaz;86;44000
DajData/NastavData;86;13100
Vymaz;85;43900
Vloz;86;18500
Vymaz;85;45500
DajIndex;85;987700
Vloz;86;44500
Vloz;87;43900
DajIndex;87;1009400
Vymaz;86;44600
DajIndex;86;1138100
DajData/NastavData;86;46300
Vloz;87;17200
Vloz;88;16100
Vloz;89;16300
DajData/NastavData;89;22400
Vymaz;88;87900
Vloz;89;70700
Vloz;90;16800
Vloz;91;90300
Vloz;92;67600
DajData/NastavData;92;25800
Vloz;93;76700
DajIndex;93;2325700
Vymaz;92;14100
Vloz;93;46000
DajIndex;93;1111700
Vloz;94;45000
Vloz;95;46100
DajData/NastavData;95;13400
Vloz;96;44500
Vymaz;95;13500
Vymaz;94;44900
Vloz;95;44900
DajIndex;95;1215200
Vymaz;94;45600
Vloz;95;10400
Vymaz;94;13800
DajData/NastavData;94;13100
DajIndex;94;1223900
Vymaz;93;46500
Vymaz;92;44500
Vloz;93;9900
Vymaz;92;13800
