Operacia;PocetPrvkov;TrvanieOperacie
Vloz;224;44500
Vymaz;223;43800
Vloz;224;44200
Vloz;225;44700
Vloz;226;9500
Vloz;227;44600
Vloz;228;9400
Vloz;229;9300
Vymaz;228;44200
Vloz;229;9400
DajIndex;229;2790800
Vymaz;228;13800
Vymaz;227;43900
Vloz;228;44300
Vloz;229;48000
Vloz;230;9700
Vymaz;229;44400
Vymaz;228;13400
Vymaz;227;44700
DajIndex;227;2706500
Vymaz;226;43800
Vloz;227;44200
Vloz;228;44400
Vloz;229;44200
Vloz;230;44100
Vloz;231;44700
Vymaz;230;44000
Vloz;231;9600
Vymaz;230;13500
Vloz;231;44400
Vymaz;230;43900
Vloz;231;44100
Vloz;232;9500
Vloz;233;44500
Vymaz;232;44400
Vymaz;231;43900
Vymaz;230;13500
Vloz;231;44400
Vloz;232;9600
Vymaz;231;44400
Vloz;232;9600
Vloz;233;9200
Vymaz;232;13700
Vymaz;231;44300
Vymaz;230;44100
Vymaz;229;43900
Vloz;230;9500
Vymaz;229;43800
Vloz;230;44700
Vloz;231;9500
Vloz;232;44100
Vymaz;231;44000
Vloz;232;44300
Vymaz;231;13400
Vloz;232;44600
Vymaz;231;13400
Vymaz;230;44600
Vymaz;229;43500
Vymaz;228;44200
Vymaz;227;21300
Vloz;228;44600
Vloz;229;44400
DajIndex;229;2707900
Vymaz;228;44200
Vymaz;227;59200
DajIndex;227;2735100
Vymaz;226;13500
Vymaz;225;44100
Vymaz;224;49200
Vloz;225;44400
Vymaz;224;43800
Vymaz;223;44300
Vymaz;222;44000
Vloz;223;9700
Vloz;224;44200
Vloz;225;9600
Vymaz;224;13500
Vymaz;223;44000
Vymaz;222;13200
Vymaz;221;43900
Vloz;222;9400
Vymaz;221;44100
Vymaz;220;44500
Vymaz;219;13300
Vymaz;218;13300
Vymaz;217;44100
Vymaz;216;44900
Vymaz;215;13300
Vloz;216;44600
Vloz;217;45000
Vymaz;216;13300
Vymaz;215;44200
Vloz;216;44400
DajData/NastavData;216;13200
Vymaz;215;44100
Vymaz;214;44100
DajData/NastavData;214;13200
Vymaz;213;44600
Vloz;214;9600
Vloz;215;9300
Vloz;216;44200
Vymaz;215;13200
Vloz;216;9400
Vloz;217;9300
Vloz;218;9300
Vloz;219;9600
Vymaz;218;13600
Vloz;219;44700
Vymaz;218;43900
Vymaz;217;44200
Vymaz;216;43500
Vloz;217;44200
Vymaz;216;43600
Vymaz;215;13300
Vymaz;214;13500
Vymaz;213;43700
Vloz;214;9500
Vymaz;213;43800
Vloz;214;9500
Vymaz;213;43900
DajData/NastavData;213;13100
DajIndex;213;2542500
Vymaz;212;13400
Vymaz;211;13200
Vloz;212;9700
Vymaz;211;44400
Vymaz;210;43700
Vymaz;209;46800
Vloz;210;44400
Vymaz;209;43600
Vymaz;208;13300
Vloz;209;50000
Vloz;210;9600
Vloz;211;44300
Vloz;212;43800
Vymaz;211;13400
Vloz;212;44100
Vymaz;211;13200
Vymaz;210;44300
Vymaz;209;43600
Vymaz;208;44100
Vymaz;207;43800
Vloz;208;9600
Vymaz;207;43800
Vloz;208;44100
Vymaz;207;13400
Vloz;208;9500
Vloz;209;44000
Vloz;210;60700
DajData/NastavData;210;13600
Vymaz;209;44200
Vymaz;208;13200
Vymaz;207;13200
Vymaz;206;43900
Vloz;207;44100
Vloz;208;44100
Vymaz;207;43700
Vymaz;206;13000
Vymaz;205;43500
Vloz;206;9600
Vloz;207;9200
Vymaz;206;44100
Vymaz;205;43700
Vloz;206;44100
Vloz;207;44000
Vloz;208;49800
Vymaz;207;44300
Vymaz;206;13300
Vloz;207;44200
Vloz;208;43800
Vloz;209;43700
Vymaz;208;13400
Vloz;209;44100
DajIndex;209;2525900
Vloz;210;9900
Vloz;211;44400
Vymaz;210;44200
Vloz;211;9600
Vymaz;210;13200
Vloz;211;44400
Vymaz;210;44300
DajData/NastavData;210;13100
Vymaz;209;44400
Vymaz;208;44200
Vymaz;207;44200
Vloz;208;44500
DajIndex;208;2482800
Vymaz;207;43900
Vymaz;206;44200
Vymaz;205;44300
Vloz;206;44100
Vloz;207;9700
Vymaz;206;44300
Vloz;207;44200
Vloz;208;9400
Vymaz;207;44200
Vymaz;206;13300
Vloz;207;44500
Vloz;208;9300
Vloz;209;49800
Vloz;210;44000
Vymaz;209;13400
Vloz;210;9400
Vloz;211;47800
Vymaz;210;44200
Vymaz;209;44200
Vymaz;208;44200
Vloz;209;44100
Vloz;210;44200
Vloz;211;44000
Vymaz;210;44000
Vymaz;209;44000
Vloz;210;44000
Vymaz;209;13400
Vymaz;208;44400
Vymaz;207;44700
Vloz;208;9500
Vloz;209;9400
Vymaz;208;44400
Vymaz;207;43900
Vloz;208;9600
DajData/NastavData;208;13100
Vloz;209;9200
Vymaz;208;13400
Vloz;209;9300
Vymaz;208;13500
DajData/NastavData;208;12900
Vymaz;207;44300
DajIndex;207;2442400
Vloz;208;9800
Vloz;209;9300
Vymaz;208;13500
Vloz;209;44900
Vymaz;208;13200
DajData/NastavData;208;13200
Vymaz;207;44500
Vymaz;206;44100
Vymaz;205;13300
Vloz;206;44700
Vloz;207;43900
Vloz;208;43800
Vymaz;207;13600
Vloz;208;44300
Vymaz;207;43900
Vymaz;206;44000
Vloz;207;9500
Vloz;208;44400
Vymaz;207;13400
Vymaz;206;13200
Vloz;207;44600
Vloz;208;43900
Vloz;209;9600
Vymaz;208;44400
Vymaz;207;43800
Vymaz;206;44200
Vymaz;205;44000
Vloz;206;44100
Vloz;207;44200
Vloz;208;9600
Vymaz;207;13400
Vymaz;206;13500
Vloz;207;44100
Vloz;208;44200
Vloz;209;44100
Vymaz;208;44000
Vymaz;207;44200
Vymaz;206;13200
Vymaz;205;49100
Vloz;206;63900
Vloz;207;58700
Vloz;208;44000
Vymaz;207;13400
Vymaz;206;44300
DajData/NastavData;206;13100
Vloz;207;9600
Vloz;208;44200
DajData/NastavData;208;13300
Vloz;209;9400
Vymaz;208;44400
Vymaz;207;14400
Vloz;208;44100
Vymaz;207;43700
Vymaz;206;13200
Vymaz;205;44100
Vloz;206;44900
Vymaz;205;13400
DajData/NastavData;205;13000
Vloz;206;44400
Vymaz;205;43700
Vymaz;204;44500
Vymaz;203;44400
Vymaz;202;43600
Vloz;203;9800
Vloz;204;9400
Vloz;205;44600
Vloz;206;9400
Vymaz;205;13500
Vloz;206;11100
DajData/NastavData;206;13300
Vloz;207;9400
Vloz;208;9300
Vymaz;207;13500
Vymaz;206;13100
Vloz;207;44500
Vymaz;206;13200
Vymaz;205;13100
Vymaz;204;43700
Vloz;205;44200
Vymaz;204;13200
DajIndex;204;2419000
Vymaz;203;63100
Vloz;204;71400
Vymaz;203;16100
Vymaz;202;13300
Vloz;203;9900
Vymaz;202;44100
DajData/NastavData;202;13200
Vymaz;201;43900
Vloz;202;44400
DajData/NastavData;202;13000
Vymaz;201;43800
Vloz;202;44000
Vymaz;201;43900
Vloz;202;44300
Vloz;203;43900
Vloz;204;14600
DajIndex;204;2409000
DajData/NastavData;204;13300
Vymaz;203;44100
Vymaz;202;13400
Vymaz;201;44200
Vloz;202;9700
Vymaz;201;43800
Vymaz;200;13200
Vloz;201;9600
Vymaz;200;44000
Vymaz;199;43900
Vymaz;198;55800
Vloz;199;87500
Vloz;200;14700
Vymaz;199;70400
Vymaz;198;50400
Vymaz;197;43900
Vloz;198;45100
Vymaz;197;43900
Vloz;198;44000
Vloz;199;9700
Vymaz;198;44700
Vloz;199;43900
Vymaz;198;13300
Vloz;199;10300
Vloz;200;44300
Vloz;201;9500
Vloz;202;9400
Vloz;203;44200
Vloz;204;9400
Vymaz;203;13400
Vymaz;202;13400
Vymaz;201;44300
Vymaz;200;43800
Vloz;201;9400
Vymaz;200;43900
Vymaz;199;44100
Vloz;200;9500
Vloz;201;44500
Vymaz;200;43800
Vloz;201;44000
Vloz;202;44500
DajData/NastavData;202;14500
Vymaz;201;43900
Vloz;202;44600
Vymaz;201;43600
DajIndex;201;2458500
Vymaz;200;44200
Vloz;201;44500
Vloz;202;9700
DajIndex;202;2395800
Vymaz;201;13300
Vloz;202;44300
Vloz;203;44100
Vloz;204;44000
Vloz;205;44000
Vloz;206;44500
Vymaz;205;43900
Vymaz;204;43600
DajIndex;204;2462900
Vymaz;203;44600
Vymaz;202;13500
Vloz;203;44700
Vymaz;202;13600
Vymaz;201;44200
Vloz;202;44400
Vloz;203;44100
Vymaz;202;43900
Vloz;203;44300
Vymaz;202;49100
DajData/NastavData;202;13400
DajIndex;202;2647600
Vymaz;201;44300
Vloz;202;9800
Vloz;203;44900
Vymaz;202;43800
Vymaz;201;44700
DajData/NastavData;201;13200
Vymaz;200;43800
Vymaz;199;43600
Vloz;200;9700
Vymaz;199;44300
Vloz;200;9600
Vloz;201;44300
Vymaz;200;44000
Vymaz;199;43800
Vymaz;198;44500
DajIndex;198;2393700
Vymaz;197;13500
Vymaz;196;13200
Vloz;197;44300
Vymaz;196;43800
Vloz;197;44300
Vymaz;196;47900
Vloz;197;44100
Vymaz;196;44200
Vymaz;195;43500
Vymaz;194;43600
Vloz;195;44500
Vymaz;194;13400
Vymaz;193;44000
DajData/NastavData;193;13300
DajIndex;193;2312500
DajIndex;193;2292800
DajData/NastavData;193;13200
DajIndex;193;2296100
Vymaz;192;44600
DajIndex;192;3074100
Vymaz;191;38600
Vloz;192;114700
Vloz;193;113300
Vymaz;192;33900
Vloz;193;50300
Vloz;194;63700
Vymaz;193;101600
DajIndex;193;2331600
Vloz;194;46000
Vloz;195;44300
Vymaz;194;43900
Vloz;195;44200
Vloz;196;9600
Vloz;197;11200
Vymaz;196;44200
Vloz;197;44600
Vymaz;196;43900
Vymaz;195;44200
DajData/NastavData;195;13200
Vloz;196;45000
Vymaz;195;44200
Vloz;196;44700
Vymaz;195;44200
Vloz;196;44500
DajData/NastavData;196;13500
Vymaz;195;13600
Vymaz;194;43600
Vymaz;193;13200
Vloz;194;44600
DajData/NastavData;194;13200
Vloz;195;11300
Vloz;196;44300
Vloz;197;9500
Vymaz;196;13400
Vloz;197;44400
Vloz;198;44200
Vymaz;197;44500
DajIndex;197;2828500
Vloz;198;15800
Vloz;199;15700
Vloz;200;77300
Vymaz;199;14100
Vymaz;198;45700
Vloz;199;45200
Vymaz;198;44000
Vymaz;197;13500
Vymaz;196;13500
Vloz;197;44200
Vymaz;196;43900
Vloz;197;44700
Vymaz;196;13200
Vloz;197;9900
Vymaz;196;44500
Vloz;197;44000
Vloz;198;9500
Vloz;199;44300
Vloz;200;44300
Vloz;201;44600
Vymaz;200;68300
Vymaz;199;44100
Vymaz;198;43700
Vymaz;197;13400
Vymaz;196;43700
Vloz;197;44500
DajData/NastavData;197;13300
Vloz;198;44300
Vloz;199;9800
Vymaz;198;43800
Vloz;199;44200
Vloz;200;44000
Vloz;201;44000
Vymaz;200;13400
Vymaz;199;13400
Vloz;200;44300
Vymaz;199;43700
Vloz;200;44300
Vloz;201;9500
Vymaz;200;13500
Vymaz;199;44300
DajIndex;199;2306500
Vloz;200;44600
Vymaz;199;43700
Vloz;200;9600
DajData/NastavData;200;13100
Vloz;201;9300
DajData/NastavData;201;13000
Vymaz;200;44100
Vloz;201;9700
Vloz;202;44500
Vloz;203;44300
Vymaz;202;43900
Vloz;203;44300
Vloz;204;9700
Vloz;205;44300
Vymaz;204;13300
Vymaz;203;49300
Vymaz;202;13200
Vymaz;201;43700
Vloz;202;44200
Vymaz;201;44000
Vloz;202;9500
Vymaz;201;13400
Vymaz;200;13400
Vloz;201;44200
Vymaz;200;13300
Vloz;201;44100
Vymaz;200;13400
Vymaz;199;13300
Vloz;200;9600
Vymaz;199;44400
Vymaz;198;43800
Vloz;199;44200
Vymaz;198;43800
Vloz;199;46000
Vloz;200;43800
Vymaz;199;44000
Vloz;200;9500
Vloz;201;9200
Vloz;202;9300
DajIndex;202;2333500
Vymaz;201;44400
Vloz;202;9800
Vloz;203;9400
Vloz;204;44700
Vymaz;203;43700
Vloz;204;44300
Vloz;205;10300
Vymaz;204;13700
Vloz;205;44000
Vymaz;204;13400
Vymaz;203;44200
Vloz;204;44300
Vloz;205;9600
DajData/NastavData;205;12900
DajIndex;205;2376800
Vymaz;204;44200
Vloz;205;44200
Vloz;206;45700
Vloz;207;9600
Vymaz;206;44300
Vloz;207;44000
DajData/NastavData;207;13100
Vloz;208;9400
Vloz;209;44700
Vymaz;208;44000
Vloz;209;9600
Vloz;210;44500
Vloz;211;44500
Vloz;212;9500
Vymaz;211;44200
DajIndex;211;3959900
Vloz;212;21200
Vymaz;211;14200
Vymaz;210;45200
Vymaz;209;49500
Vloz;210;10200
Vloz;211;9500
Vymaz;210;44100
Vloz;211;44900
Vymaz;210;43700
Vloz;211;9600
Vymaz;210;48900
Vloz;211;44600
DajData/NastavData;211;13200
Vymaz;210;44900
Vloz;211;9600
Vloz;212;45300
Vloz;213;9500
Vymaz;212;13700
Vloz;213;44500
Vloz;214;44200
Vloz;215;45300
Vymaz;214;49200
Vloz;215;44700
Vloz;216;9700
Vloz;217;44500
Vymaz;216;13600
Vloz;217;9600
Vloz;218;9500
Vymaz;217;13600
Vymaz;216;44000
Vymaz;215;44200
Vymaz;214;13600
Vymaz;213;13600
Vymaz;212;44500
Vymaz;211;44000
Vloz;212;44500
Vymaz;211;45300
Vloz;212;45800
Vloz;213;44700
Vymaz;212;44100
Vymaz;211;13300
Vloz;212;9700
Vloz;213;9500
Vymaz;212;13400
DajData/NastavData;212;13300
Vymaz;211;13400
Vymaz;210;44500
Vymaz;209;43900
Vymaz;208;43600
Vloz;209;9600
Vloz;210;44000
Vymaz;209;43700
Vymaz;208;13500
Vloz;209;44700
Vymaz;208;43700
Vymaz;207;43900
Vymaz;206;43500
Vloz;207;43900
Vymaz;206;13200
Vloz;207;44700
DajIndex;207;2758800
Vloz;208;45900
Vloz;209;10100
DajIndex;209;2532100
Vloz;210;48400
Vloz;211;45900
Vymaz;210;44800
Vloz;211;18900
Vymaz;210;45400
DajData/NastavData;210;13100
Vloz;211;44700
Vymaz;210;13500
Vloz;211;44600
Vloz;212;44200
Vymaz;211;13300
Vymaz;210;44300
Vymaz;209;44000
Vloz;210;9500
DajIndex;210;2652000
Vloz;211;10900
Vymaz;210;14000
Vymaz;209;13300
Vloz;210;46100
Vymaz;209;45000
Vloz;210;46100
Vloz;211;44000
Vloz;212;44000
Vloz;213;44100
Vymaz;212;44200
Vymaz;211;48400
Vymaz;210;44600
DajIndex;210;2790500
Vymaz;209;28900
Vymaz;208;46000
Vymaz;207;45200
Vymaz;206;44700
Vloz;207;128800
Vymaz;206;75100
Vloz;207;10200
Vloz;208;44400
Vymaz;207;13800
Vloz;208;44300
Vymaz;207;13300
Vymaz;206;44200
Vloz;207;9600
Vloz;208;44600
Vloz;209;44400
Vymaz;208;13300
Vymaz;207;13000
DajIndex;207;2540000
Vymaz;206;44600
Vloz;207;45800
Vloz;208;9800
Vloz;209;9300
Vloz;210;121500
Vloz;211;110300
DajIndex;211;2485700
Vymaz;210;44500
Vloz;211;44400
Vymaz;210;44700
Vymaz;209;13200
Vymaz;208;44300
Vymaz;207;13600
Vloz;208;9700
Vloz;209;44400
Vloz;210;44200
DajData/NastavData;210;13300
Vloz;211;9500
Vymaz;210;44400
Vloz;211;44100
Vloz;212;43900
Vymaz;211;44400
Vymaz;210;13300
Vymaz;209;13100
Vymaz;208;13200
Vymaz;207;13200
Vymaz;206;13400
DajData/NastavData;206;13200
Vloz;207;44700
Vloz;208;44300
DajIndex;208;2456700
Vloz;209;9900
Vloz;210;9400
Vloz;211;9300
Vymaz;210;44200
Vloz;211;44500
Vymaz;210;13100
Vloz;211;44100
Vymaz;210;64300
Vloz;211;48800
Vloz;212;44800
Vymaz;211;44100
Vymaz;210;13200
Vloz;211;44400
Vymaz;210;44300
Vloz;211;44300
DajData/NastavData;211;13300
Vloz;212;9600
Vymaz;211;44500
DajIndex;211;2592300
Vloz;212;45500
Vymaz;211;13300
Vloz;212;9700
Vymaz;211;44400
Vloz;212;44300
Vloz;213;44300
DajIndex;213;2706100
DajIndex;213;2760700
Vloz;214;10400
Vymaz;213;13800
Vymaz;212;44900
Vymaz;211;44500
Vymaz;210;44300
Vymaz;209;13300
Vymaz;208;44100
Vymaz;207;13400
Vymaz;206;13200
Vymaz;205;43600
Vymaz;204;13200
DajData/NastavData;204;13200
Vloz;205;44300
Vymaz;204;44000
Vymaz;203;45200
Vloz;204;44600
Vloz;205;9600
Vymaz;204;44400
Vloz;205;44600
Vymaz;204;43800
Vymaz;203;44300
Vloz;204;9500
Vymaz;203;44400
Vymaz;202;43800
Vloz;203;9400
Vymaz;202;43700
Vloz;203;48000
Vymaz;202;43900
Vymaz;201;13700
Vymaz;200;44000
Vloz;201;44600
DajData/NastavData;201;13300
Vloz;202;44500
Vymaz;201;43900
Vloz;202;44300
Vloz;203;44200
Vloz;204;44500
Vymaz;203;43700
DajData/NastavData;203;13200
Vymaz;202;13300
Vloz;203;44000
Vymaz;202;13400
Vloz;203;9600
Vloz;204;44700
Vymaz;203;43600
Vloz;204;43900
Vymaz;203;13400
Vymaz;202;13200
Vloz;203;9500
Vymaz;202;13300
Vloz;203;9500
DajIndex;203;2560900
Vloz;204;45400
Vloz;205;44500
Vymaz;204;44300
Vloz;205;47600
Vymaz;204;13400
Vymaz;203;44600
Vymaz;202;44800
Vloz;203;44300
Vymaz;202;13400
Vymaz;201;13200
Vloz;202;9900
Vymaz;201;44200
Vloz;202;44400
Vymaz;201;13300
Vloz;202;44700
Vymaz;201;13300
DajData/NastavData;201;13300
Vymaz;200;43700
Vymaz;199;44000
Vymaz;198;43800
Vloz;199;46300
Vloz;200;44200
Vloz;201;44100
Vloz;202;49300
Vymaz;201;44700
Vymaz;200;13200
Vymaz;199;13300
Vymaz;198;13100
Vloz;199;44100
Vloz;200;44100
Vloz;201;44100
Vymaz;200;44300
Vymaz;199;66700
Vloz;200;74900
Vymaz;199;51400
DajIndex;199;2304700
Vymaz;198;13300
DajData/NastavData;198;13400
Vloz;199;9900
Vymaz;198;13600
Vloz;199;44700
Vymaz;198;44000
DajData/NastavData;198;13200
Vymaz;197;44300
Vloz;198;44200
Vymaz;197;13300
Vloz;198;44500
Vloz;199;43900
Vymaz;198;43900
Vloz;199;44100
Vloz;200;9700
Vymaz;199;43900
Vloz;200;9800
DajIndex;200;2643400
Vymaz;199;48700
Vymaz;198;44600
Vymaz;197;43900
Vloz;198;45100
DajIndex;198;2455900
Vloz;199;45200
Vymaz;198;44400
DajIndex;198;2439400
Vloz;199;45600
Vymaz;198;13500
Vymaz;197;44100
Vymaz;196;44200
Vymaz;195;44100
Vloz;196;9700
Vloz;197;9400
Vloz;198;44600
Vymaz;197;44000
Vymaz;196;18000
Vloz;197;44200
Vymaz;196;43900
Vloz;197;9700
Vymaz;196;44400
Vymaz;195;43800
Vymaz;194;44000
Vymaz;193;43900
Vloz;194;44400
Vloz;195;44800
Vymaz;194;44000
Vloz;195;44000
Vymaz;194;43900
Vymaz;193;44300
Vloz;194;9600
Vloz;195;9500
Vloz;196;60400
Vymaz;195;13500
Vymaz;194;43900
Vymaz;193;43700
Vloz;194;44500
Vloz;195;44400
Vymaz;194;44000
Vloz;195;44400
DajData/NastavData;195;13100
DajIndex;195;2326800
Vymaz;194;44200
Vloz;195;45000
Vloz;196;44100
Vymaz;195;43900
Vymaz;194;44100
Vloz;195;9600
Vloz;196;9400
Vymaz;195;44200
DajData/NastavData;195;13200
DajData/NastavData;195;13200
Vloz;196;9600
Vymaz;195;13300
Vymaz;194;44600
Vloz;195;44600
Vloz;196;44300
Vloz;197;44400
Vymaz;196;43800
Vymaz;195;13200
Vloz;196;49000
Vymaz;195;44300
Vloz;196;44200
Vymaz;195;13200
Vymaz;194;44100
Vymaz;193;13200
DajData/NastavData;193;13000
Vloz;194;44700
Vymaz;193;13300
Vloz;194;44000
DajData/NastavData;194;13200
Vymaz;193;13300
Vloz;194;44100
Vymaz;193;13100
Vymaz;192;44600
Vloz;193;44000
Vloz;194;9400
Vymaz;193;13400
Vloz;194;44400
Vloz;195;9800
Vloz;196;9400
Vloz;197;9100
Vymaz;196;43800
Vloz;197;44400
Vymaz;196;13300
Vymaz;195;44400
Vymaz;194;13200
Vloz;195;9500
Vloz;196;44600
Vloz;197;44300
Vloz;198;44300
Vloz;199;44000
DajData/NastavData;199;13300
Vloz;200;44300
Vymaz;199;13300
DajData/NastavData;199;13100
Vymaz;198;44200
Vymaz;197;13300
Vloz;198;10100
Vloz;199;9300
DajData/NastavData;199;28600
Vymaz;198;24400
Vymaz;197;47400
DajData/NastavData;197;13500
Vloz;198;9900
Vloz;199;9400
Vloz;200;44800
Vymaz;199;44300
Vymaz;198;13300
DajData/NastavData;198;13100
Vymaz;197;13300
Vloz;198;9300
Vymaz;197;44300
Vloz;198;54600
Vloz;199;47700
Vymaz;198;24200
Vloz;199;48500
Vymaz;198;44600
Vloz;199;44400
Vymaz;198;44600
Vymaz;197;44000
Vymaz;196;43900
Vymaz;195;13200
Vymaz;194;13300
Vymaz;193;43800
Vymaz;192;13200
Vloz;193;9700
Vymaz;192;64700
Vloz;193;57700
Vymaz;192;46800
Vymaz;191;55200
Vloz;192;9800
Vloz;193;9300
Vloz;194;44400
Vymaz;193;44500
Vloz;194;44500
DajData/NastavData;194;13200
DajIndex;194;2282700
Vloz;195;45000
Vymaz;194;44000
Vymaz;193;44600
Vloz;194;9700
Vloz;195;44200
Vymaz;194;43800
Vymaz;193;13300
Vloz;194;9600
Vymaz;193;44300
Vloz;194;9500
Vymaz;193;13300
Vymaz;192;44500
Vymaz;191;43600
Vloz;192;44300
Vloz;193;43800
Vymaz;192;13500
Vymaz;191;44000
Vymaz;190;13200
Vymaz;189;13500
Vloz;190;44100
Vloz;191;44400
Vymaz;190;44300
Vymaz;189;49200
Vymaz;188;60000
Vloz;189;45300
Vloz;190;44200
Vymaz;189;44600
Vymaz;188;43900
Vloz;189;9500
Vloz;190;44300
Vymaz;189;44300
Vymaz;188;43700
Vymaz;187;43500
Vloz;188;43900
Vloz;189;44500
Vloz;190;9500
Vymaz;189;44200
Vloz;190;71400
Vloz;191;79600
Vloz;192;9900
Vymaz;191;44500
Vloz;192;44200
Vloz;193;80700
Vymaz;192;99700
Vloz;193;10200
Vymaz;192;44600
DajData/NastavData;192;13200
DajData/NastavData;192;13000
Vymaz;191;13300
Vloz;192;44800
DajIndex;192;2242400
Vloz;193;44300
Vymaz;192;43900
Vloz;193;9700
Vymaz;192;44000
DajIndex;192;2414500
Vymaz;191;14000
Vymaz;190;46400
Vloz;191;10100
Vymaz;190;44900
Vloz;191;9600
Vymaz;190;44000
Vloz;191;45000
Vymaz;190;44200
Vymaz;189;43800
Vymaz;188;44300
Vymaz;187;43700
Vloz;188;9500
Vymaz;187;44000
Vymaz;186;44000
Vymaz;185;13200
Vymaz;184;44100
DajIndex;184;2137200
Vloz;185;44800
Vloz;186;44500
DajIndex;186;2144500
Vloz;187;45300
Vloz;188;59600
Vymaz;187;14000
Vloz;188;9900
Vloz;189;45000
DajData/NastavData;189;20000
Vloz;190;61900
DajData/NastavData;190;19700
Vymaz;189;14200
Vloz;190;44900
Vloz;191;45000
Vymaz;190;13200
Vloz;191;44300
Vloz;192;44100
Vymaz;191;44300
Vymaz;190;43700
DajIndex;190;2222500
Vymaz;189;44400
Vymaz;188;44300
DajData/NastavData;188;13200
DajData/NastavData;188;12900
Vloz;189;44700
Vymaz;188;15500
Vloz;189;9800
DajData/NastavData;189;13000
Vloz;190;9400
Vymaz;189;13400
Vloz;190;44200
DajData/NastavData;190;13200
Vymaz;189;44300
Vymaz;188;43800
Vloz;189;44700
Vymaz;188;13300
Vloz;189;9500
Vymaz;188;44200
Vymaz;187;13200
Vymaz;186;44300
Vloz;187;44300
Vymaz;186;13300
Vymaz;185;44300
Vymaz;184;49200
Vloz;185;48100
Vloz;186;44400
Vloz;187;44500
Vymaz;186;13400
Vloz;187;44100
Vloz;188;9500
DajIndex;188;2168000
Vloz;189;44100
Vymaz;188;43700
Vymaz;187;13200
Vymaz;186;43800
Vloz;187;43900
Vloz;188;9500
Vymaz;187;45300
Vloz;188;44400
Vymaz;187;43800
DajData/NastavData;187;13100
Vloz;188;44800
Vymaz;187;13300
Vloz;188;9500
Vloz;189;44500
Vymaz;188;43700
Vloz;189;44100
DajIndex;189;2178300
Vymaz;188;43600
Vloz;189;44100
Vymaz;188;44000
Vymaz;187;45400
Vymaz;186;43600
Vloz;187;9500
Vymaz;186;43700
Vymaz;185;13100
Vymaz;184;13200
Vloz;185;10500
Vymaz;184;13700
Vloz;185;9500
Vymaz;184;13300
DajIndex;184;2123900
Vloz;185;44500
DajData/NastavData;185;13300
Vymaz;184;44300
Vloz;185;9600
Vymaz;184;13300
Vloz;185;44600
Vloz;186;49600
Vymaz;185;44600
Vymaz;184;44000
DajData/NastavData;184;13300
Vloz;185;44200
Vloz;186;9400
Vymaz;185;13500
Vymaz;184;13300
Vymaz;183;13300
Vloz;184;44400
Vloz;185;44000
Vymaz;184;44200
Vymaz;183;43900
Vymaz;182;43700
Vloz;183;44100
DajIndex;183;2126300
Vloz;184;44400
Vloz;185;45500
Vloz;186;45300
Vymaz;185;45400
Vloz;186;9500
Vymaz;185;43700
Vloz;186;44500
Vymaz;185;43800
Vloz;186;44100
Vymaz;185;44200
Vymaz;184;13400
Vloz;185;43900
Vloz;186;9400
Vloz;187;44100
DajData/NastavData;187;13100
Vloz;188;9300
Vymaz;187;13600
DajIndex;187;2301800
Vloz;188;45700
Vloz;189;44200
Vloz;190;44100
Vymaz;189;44000
Vloz;190;9700
Vloz;191;49300
Vloz;192;44300
Vymaz;191;44100
Vymaz;190;13300
Vymaz;189;46100
Vymaz;188;13300
DajData/NastavData;188;13100
Vymaz;187;13100
Vymaz;186;13100
Vymaz;185;44200
Vloz;186;9700
Vymaz;185;13400
Vloz;186;44000
Vloz;187;44000
Vloz;188;44400
Vymaz;187;44100
Vymaz;186;44400
Vymaz;185;44000
Vymaz;184;43600
Vloz;185;44700
Vymaz;184;13200
Vymaz;183;13200
DajIndex;183;2251700
Vloz;184;46200
Vloz;185;44300
Vloz;186;44300
Vymaz;185;44000
Vloz;186;44100
Vymaz;185;13400
Vymaz;184;44100
Vloz;185;44000
Vloz;186;43900
Vloz;187;44000
Vymaz;186;43800
Vymaz;185;44100
Vymaz;184;44000
DajIndex;184;2137900
Vloz;185;9800
Vloz;186;44900
Vloz;187;44100
Vymaz;186;13400
Vymaz;185;44100
Vloz;186;9600
Vymaz;185;44100
Vloz;186;9500
Vymaz;185;44200
Vymaz;184;13300
Vloz;185;44400
Vloz;186;44300
Vymaz;185;13400
Vymaz;184;78200
Vymaz;183;43900
Vloz;184;43900
Vloz;185;9700
Vymaz;184;43600
DajIndex;184;2132400
Vloz;185;44700
Vloz;186;9500
Vymaz;185;44400
Vloz;186;44300
Vloz;187;44100
Vymaz;186;59500
Vymaz;185;13700
Vloz;186;46100
Vloz;187;44300
Vymaz;186;13400
Vymaz;185;13400
Vloz;186;44400
Vloz;187;44200
DajData/NastavData;187;13100
Vloz;188;9500
Vymaz;187;13500
DajIndex;187;2170800
Vymaz;186;43600
Vymaz;185;43400
Vloz;186;60700
Vymaz;185;13600
Vloz;186;60200
Vymaz;185;44700
Vloz;186;45600
Vymaz;185;45100
Vloz;186;44500
Vymaz;185;13300
Vloz;186;44000
Vloz;187;43800
DajIndex;187;2156000
Vloz;188;44600
Vloz;189;9600
Vloz;190;43900
Vloz;191;44300
Vymaz;190;44000
Vloz;191;15100
Vloz;192;46100
DajIndex;192;2215400
Vymaz;191;44200
DajIndex;191;2251500
Vymaz;190;13300
Vymaz;189;43900
Vymaz;188;13600
Vymaz;187;43800
Vymaz;186;44000
